Epoch,beta_max/4,beta_max,4beta_max
595,-11.508764,-11.415932,-11.620676
596,-11.506151,-11.414789,-11.619774
597,-11.503020,-11.412176,-11.618169
598,-11.500724,-11.409973,-11.615854
599,-11.498640,-11.408616,-11.615648
600,-11.495841,-11.408470,-11.614942
601,-11.495984,-11.408576,-11.613621
602,-11.495365,-11.407826,-11.612578
603,-11.494377,-11.406740,-11.610283
604,-11.492103,-11.405216,-11.606093
605,-11.489907,-11.403763,-11.603667
606,-11.489072,-11.400576,-11.601602
607,-11.488091,-11.399476,-11.601193
608,-11.488352,-11.397491,-11.598288
609,-11.484777,-11.396559,-11.594300
610,-11.482370,-11.396509,-11.591537
611,-11.480491,-11.394676,-11.588755
612,-11.480029,-11.391654,-11.586933
613,-11.478926,-11.388118,-11.586704
614,-11.478150,-11.387013,-11.585859
615,-11.477328,-11.386186,-11.584031
616,-11.477177,-11.385311,-11.580849
617,-11.474658,-11.386240,-11.580370
618,-11.472469,-11.386205,-11.579688
619,-11.468984,-11.385109,-11.578374
620,-11.466165,-11.383967,-11.575170
621,-11.465022,-11.381302,-11.572879
622,-11.463225,-11.380056,-11.572091
623,-11.461782,-11.378950,-11.569615
624,-11.461718,-11.379598,-11.567668
625,-11.461765,-11.378855,-11.565349
626,-11.460991,-11.378653,-11.562919
627,-11.457936,-11.377219,-11.562956
628,-11.455521,-11.376468,-11.561051
629,-11.453470,-11.373814,-11.559206
630,-11.452581,-11.370162,-11.559030
631,-11.451579,-11.370215,-11.558417
632,-11.450535,-11.369552,-11.557299
633,-11.449321,-11.367503,-11.554389
634,-11.447594,-11.364631,-11.552022
635,-11.446540,-11.361329,-11.551282
636,-11.445786,-11.360475,-11.550952
637,-11.444135,-11.359368,-11.549696
638,-11.441666,-11.357871,-11.546684
639,-11.439511,-11.356381,-11.543941
640,-11.439479,-11.354852,-11.544274
641,-11.438490,-11.352098,-11.544459
642,-11.436274,-11.351297,-11.542226
643,-11.434957,-11.349283,-11.539400
644,-11.433982,-11.348551,-11.535862
645,-11.433650,-11.347227,-11.534089
646,-11.433174,-11.346639,-11.532606
647,-11.431623,-11.345889,-11.532297
648,-11.430425,-11.345134,-11.530674
649,-11.428378,-11.343500,-11.530355
650,-11.425185,-11.342453,-11.529244
651,-11.422043,-11.342659,-11.527793
