beta,q_v,q_h,r_v,q_v_hat,q_h_hat,r_v_hat,iter
22.0600,5.8665255822e-03,6.9230421747e-01,3.4825949905e-05,1.6845270834e+02,1.4274535644e+00,2.5000000000e-33,3.0
22.0700,5.8612541064e-03,6.9230649640e-01,3.4763017931e-05,1.6860602029e+02,1.4274641852e+00,2.5000000000e-33,3.0
22.0800,5.8559897128e-03,6.9230877223e-01,3.4700227979e-05,1.6875940171e+02,1.4274747916e+00,2.5000000000e-33,3.0
22.0900,5.8507323887e-03,6.9231104497e-01,3.4637579665e-05,1.6891285261e+02,1.4274853837e+00,2.5000000000e-33,3.0
22.1000,5.8454821214e-03,6.9231331462e-01,3.4575072605e-05,1.6906637300e+02,1.4274959615e+00,2.5000000000e-33,3.0
22.1100,5.8402388985e-03,6.9231558118e-01,3.4512706419e-05,1.6921996286e+02,1.4275065250e+00,2.5000000000e-33,3.0
22.1200,5.8350027072e-03,6.9231784466e-01,3.4450480725e-05,1.6937362221e+02,1.4275170743e+00,2.5000000000e-33,3.0
22.1300,5.8297735351e-03,6.9232010508e-01,3.4388395144e-05,1.6952735103e+02,1.4275276094e+00,2.5000000000e-33,3.0
22.1400,5.8245513697e-03,6.9232236242e-01,3.4326449298e-05,1.6968114934e+02,1.4275381303e+00,2.5000000000e-33,3.0
22.1500,5.8193361985e-03,6.9232461671e-01,3.4264642810e-05,1.6983501713e+02,1.4275486370e+00,2.5000000000e-33,3.0
22.1600,5.8141280091e-03,6.9232686793e-01,3.4202975303e-05,1.6998895440e+02,1.4275591296e+00,2.5000000000e-33,3.0
22.1700,5.8089267890e-03,6.9232911611e-01,3.4141446403e-05,1.7014296115e+02,1.4275696081e+00,2.5000000000e-33,3.0
22.1800,5.8037325258e-03,6.9233136125e-01,3.4080055737e-05,1.7029703738e+02,1.4275800725e+00,2.5000000000e-33,3.0
22.1900,5.7985452072e-03,6.9233360334e-01,3.4018802933e-05,1.7045118309e+02,1.4275905229e+00,2.5000000000e-33,3.0
22.2000,5.7933648209e-03,6.9233584240e-01,3.3957687618e-05,1.7060539828e+02,1.4276009592e+00,2.5000000000e-33,3.0
22.2100,5.7881913544e-03,6.9233807843e-01,3.3896709423e-05,1.7075968296e+02,1.4276113814e+00,2.5000000000e-33,3.0
22.2200,5.7830247956e-03,6.9234031144e-01,3.3835867980e-05,1.7091403711e+02,1.4276217898e+00,2.5000000000e-33,3.0
22.2300,5.7778651322e-03,6.9234254144e-01,3.3775162920e-05,1.7106846075e+02,1.4276321841e+00,2.5000000000e-33,3.0
22.2400,5.7727123519e-03,6.9234476842e-01,3.3714593877e-05,1.7122295386e+02,1.4276425645e+00,2.5000000000e-33,3.0
22.2500,5.7675664426e-03,6.9234699239e-01,3.3654160486e-05,1.7137751646e+02,1.4276529310e+00,2.5000000000e-33,3.0
22.2600,5.7624273921e-03,6.9234921336e-01,3.3593862382e-05,1.7153214854e+02,1.4276632836e+00,2.5000000000e-33,3.0
22.2700,5.7572951881e-03,6.9235143134e-01,3.3533699202e-05,1.7168685010e+02,1.4276736224e+00,2.5000000000e-33,3.0
22.2800,5.7521698187e-03,6.9235364633e-01,3.3473670585e-05,1.7184162114e+02,1.4276839473e+00,2.5000000000e-33,3.0
22.2900,5.7470512717e-03,6.9235585833e-01,3.3413776169e-05,1.7199646166e+02,1.4276942584e+00,2.5000000000e-33,3.0
22.3000,5.7419395350e-03,6.9235806735e-01,3.3354015595e-05,1.7215137166e+02,1.4277045557e+00,2.5000000000e-33,3.0
22.3100,5.7368345966e-03,6.9236027340e-01,3.3294388504e-05,1.7230635114e+02,1.4277148392e+00,2.5000000000e-33,3.0
22.3200,5.7317364444e-03,6.9236247648e-01,3.3234894539e-05,1.7246140010e+02,1.4277251090e+00,2.5000000000e-33,3.0
22.3300,5.7266450666e-03,6.9236467660e-01,3.3175533343e-05,1.7261651855e+02,1.4277353651e+00,2.5000000000e-33,3.0
22.3400,5.7215604510e-03,6.9236687375e-01,3.3116304561e-05,1.7277170647e+02,1.4277456075e+00,2.5000000000e-33,3.0
22.3500,5.7164825859e-03,6.9236906796e-01,3.3057207840e-05,1.7292696387e+02,1.4277558363e+00,2.5000000000e-33,3.0
22.3600,5.7114114592e-03,6.9237125922e-01,3.2998242825e-05,1.7308229076e+02,1.4277660513e+00,2.5000000000e-33,3.0
22.3700,5.7063470591e-03,6.9237344753e-01,3.2939409165e-05,1.7323768713e+02,1.4277762528e+00,2.5000000000e-33,3.0
22.3800,5.7012893738e-03,6.9237563291e-01,3.2880706509e-05,1.7339315298e+02,1.4277864407e+00,2.5000000000e-33,3.0
22.3900,5.6962383913e-03,6.9237781536e-01,3.2822134508e-05,1.7354868830e+02,1.4277966150e+00,2.5000000000e-33,3.0
22.4000,5.6911940999e-03,6.9237999488e-01,3.2763692813e-05,1.7370429311e+02,1.4278067758e+00,2.5000000000e-33,3.0
22.4100,5.6861564879e-03,6.9238217147e-01,3.2705381076e-05,1.7385996741e+02,1.4278169230e+00,2.5000000000e-33,3.0
22.4200,5.6811255434e-03,6.9238434516e-01,3.2647198951e-05,1.7401571118e+02,1.4278270568e+00,2.5000000000e-33,3.0
22.4300,5.6761012547e-03,6.9238651593e-01,3.2589146092e-05,1.7417152443e+02,1.4278371771e+00,2.5000000000e-33,3.0
22.4400,5.6710836102e-03,6.9238868379e-01,3.2531222155e-05,1.7432740716e+02,1.4278472839e+00,2.5000000000e-33,3.0
22.4500,5.6660725981e-03,6.9239084876e-01,3.2473426797e-05,1.7448335938e+02,1.4278573773e+00,2.5000000000e-33,3.0
22.4600,5.6610682068e-03,6.9239301083e-01,3.2415759676e-05,1.7463938107e+02,1.4278674573e+00,2.5000000000e-33,3.0
22.4700,5.6560704246e-03,6.9239517001e-01,3.2358220450e-05,1.7479547225e+02,1.4278775239e+00,2.5000000000e-33,3.0
22.4800,5.6510792401e-03,6.9239732630e-01,3.2300808779e-05,1.7495163290e+02,1.4278875772e+00,2.5000000000e-33,3.0
22.4900,5.6460946415e-03,6.9239947972e-01,3.2243524325e-05,1.7510786304e+02,1.4278976171e+00,2.5000000000e-33,3.0
22.5000,5.6411166173e-03,6.9240163026e-01,3.2186366749e-05,1.7526416266e+02,1.4279076438e+00,2.5000000000e-33,3.0
22.5100,5.6361451561e-03,6.9240377793e-01,3.2129335715e-05,1.7542053176e+02,1.4279176571e+00,2.5000000000e-33,3.0
22.5200,5.6311802463e-03,6.9240592273e-01,3.2072430886e-05,1.7557697034e+02,1.4279276572e+00,2.5000000000e-33,3.0
22.5300,5.6262218765e-03,6.9240806468e-01,3.2015651928e-05,1.7573347840e+02,1.4279376440e+00,2.5000000000e-33,3.0
22.5400,5.6212700351e-03,6.9241020377e-01,3.1958998506e-05,1.7589005594e+02,1.4279476177e+00,2.5000000000e-33,3.0
22.5500,5.6163247108e-03,6.9241234001e-01,3.1902470289e-05,1.7604670296e+02,1.4279575781e+00,2.5000000000e-33,3.0
22.5600,5.6113858922e-03,6.9241447341e-01,3.1846066944e-05,1.7620341947e+02,1.4279675254e+00,2.5000000000e-33,3.0
22.5700,5.6064535678e-03,6.9241660397e-01,3.1789788141e-05,1.7636020545e+02,1.4279774595e+00,2.5000000000e-33,3.0
22.5800,5.6015277264e-03,6.9241873170e-01,3.1733633550e-05,1.7651706092e+02,1.4279873805e+00,2.5000000000e-33,3.0
22.5900,5.5966083566e-03,6.9242085659e-01,3.1677602842e-05,1.7667398586e+02,1.4279972885e+00,2.5000000000e-33,3.0
22.6000,5.5916954472e-03,6.9242297866e-01,3.1621695689e-05,1.7683098029e+02,1.4280071833e+00,2.5000000000e-33,3.0
22.6100,5.5867889867e-03,6.9242509792e-01,3.1565911765e-05,1.7698804420e+02,1.4280170651e+00,2.5000000000e-33,3.0
22.6200,5.5818889641e-03,6.9242721435e-01,3.1510250745e-05,1.7714517759e+02,1.4280269338e+00,2.5000000000e-33,3.0
22.6300,5.5769953680e-03,6.9242932798e-01,3.1454712303e-05,1.7730238046e+02,1.4280367896e+00,2.5000000000e-33,3.0
22.6400,5.5721081873e-03,6.9243143881e-01,3.1399296117e-05,1.7745965281e+02,1.4280466324e+00,2.5000000000e-33,3.0
22.6500,5.5672274107e-03,6.9243354683e-01,3.1344001862e-05,1.7761699464e+02,1.4280564622e+00,2.5000000000e-33,3.0
22.6600,5.5623530272e-03,6.9243565207e-01,3.1288829218e-05,1.7777440595e+02,1.4280662790e+00,2.5000000000e-33,3.0
22.6700,5.5574850256e-03,6.9243775451e-01,3.1233777864e-05,1.7793188675e+02,1.4280760830e+00,2.5000000000e-33,3.0
22.6800,5.5526233948e-03,6.9243985417e-01,3.1178847480e-05,1.7808943702e+02,1.4280858740e+00,2.5000000000e-33,3.0
22.6900,5.5477681236e-03,6.9244195105e-01,3.1124037748e-05,1.7824705678e+02,1.4280956522e+00,2.5000000000e-33,3.0
22.7000,5.5429192012e-03,6.9244404515e-01,3.1069348350e-05,1.7840474601e+02,1.4281054176e+00,2.5000000000e-33,3.0
22.7100,5.5380766163e-03,6.9244613648e-01,3.1014778969e-05,1.7856250473e+02,1.4281151701e+00,2.5000000000e-33,3.0
22.7200,5.5332403580e-03,6.9244822505e-01,3.0960329289e-05,1.7872033293e+02,1.4281249098e+00,2.5000000000e-33,3.0
22.7300,5.5284104154e-03,6.9245031086e-01,3.0905998995e-05,1.7887823061e+02,1.4281346367e+00,2.5000000000e-33,3.0
22.7400,5.5235867774e-03,6.9245239392e-01,3.0851787774e-05,1.7903619777e+02,1.4281443509e+00,2.5000000000e-33,3.0
22.7500,5.5187694331e-03,6.9245447422e-01,3.0797695313e-05,1.7919423441e+02,1.4281540524e+00,2.5000000000e-33,3.0
22.7600,5.5139583717e-03,6.9245655178e-01,3.0743721300e-05,1.7935234053e+02,1.4281637411e+00,2.5000000000e-33,3.0
22.7700,5.5091535821e-03,6.9245862660e-01,3.0689865423e-05,1.7951051613e+02,1.4281734171e+00,2.5000000000e-33,3.0
22.7800,5.5043550536e-03,6.9246069868e-01,3.0636127373e-05,1.7966876121e+02,1.4281830805e+00,2.5000000000e-33,3.0
22.7900,5.4995627753e-03,6.9246276803e-01,3.0582506841e-05,1.7982707578e+02,1.4281927312e+00,2.5000000000e-33,3.0
22.8000,5.4947767363e-03,6.9246483466e-01,3.0529003519e-05,1.7998545982e+02,1.4282023693e+00,2.5000000000e-33,3.0
22.8100,5.4899969260e-03,6.9246689856e-01,3.0475617099e-05,1.8014391335e+02,1.4282119948e+00,2.5000000000e-33,3.0
22.8200,5.4852233334e-03,6.9246895975e-01,3.0422347275e-05,1.8030243636e+02,1.4282216077e+00,2.5000000000e-33,3.0
22.8300,5.4804559479e-03,6.9247101823e-01,3.0369193742e-05,1.8046102885e+02,1.4282312081e+00,2.5000000000e-33,3.0
22.8400,5.4756947588e-03,6.9247307400e-01,3.0316156196e-05,1.8061969081e+02,1.4282407959e+00,2.5000000000e-33,3.0
22.8500,5.4709397552e-03,6.9247512706e-01,3.0263234332e-05,1.8077842226e+02,1.4282503712e+00,2.5000000000e-33,3.0
22.8600,5.4661909266e-03,6.9247717743e-01,3.0210427849e-05,1.8093722320e+02,1.4282599340e+00,2.5000000000e-33,3.0
22.8700,5.4614482623e-03,6.9247922511e-01,3.0157736445e-05,1.8109609361e+02,1.4282694843e+00,2.5000000000e-33,3.0
22.8800,5.4567117516e-03,6.9248127010e-01,3.0105159820e-05,1.8125503350e+02,1.4282790222e+00,2.5000000000e-33,3.0
22.8900,5.4519813840e-03,6.9248331240e-01,3.0052697672e-05,1.8141404287e+02,1.4282885476e+00,2.5000000000e-33,3.0
22.9000,5.4472571487e-03,6.9248535203e-01,3.0000349704e-05,1.8157312173e+02,1.4282980607e+00,2.5000000000e-33,3.0
22.9100,5.4425390354e-03,6.9248738898e-01,2.9948115618e-05,1.8173227006e+02,1.4283075613e+00,2.5000000000e-33,3.0
22.9200,5.4378270334e-03,6.9248942326e-01,2.9895995117e-05,1.8189148788e+02,1.4283170496e+00,2.5000000000e-33,3.0
22.9300,5.4331211322e-03,6.9249145488e-01,2.9843987903e-05,1.8205077518e+02,1.4283265256e+00,2.5000000000e-33,3.0
22.9400,5.4284213213e-03,6.9249348384e-01,2.9792093684e-05,1.8221013196e+02,1.4283359892e+00,2.5000000000e-33,3.0
22.9500,5.4237275902e-03,6.9249551014e-01,2.9740312162e-05,1.8236955821e+02,1.4283454405e+00,2.5000000000e-33,3.0
22.9600,5.4190399285e-03,6.9249753379e-01,2.9688643047e-05,1.8252905395e+02,1.4283548796e+00,2.5000000000e-33,3.0
22.9700,5.4143583258e-03,6.9249955480e-01,2.9637086044e-05,1.8268861918e+02,1.4283643064e+00,2.5000000000e-33,3.0
22.9800,5.4096827716e-03,6.9250157316e-01,2.9585640863e-05,1.8284825388e+02,1.4283737209e+00,2.5000000000e-33,3.0
22.9900,5.4050132555e-03,6.9250358889e-01,2.9534307211e-05,1.8300795806e+02,1.4283831233e+00,2.5000000000e-33,3.0
23.0000,5.4003497672e-03,6.9250560198e-01,2.9483084801e-05,1.8316773172e+02,1.4283925134e+00,2.5000000000e-33,3.0
23.0100,5.3956922964e-03,6.9250761245e-01,2.9431973342e-05,1.8332757487e+02,1.4284018914e+00,2.5000000000e-33,3.0
23.0200,5.3910408326e-03,6.9250962029e-01,2.9380972546e-05,1.8348748750e+02,1.4284112572e+00,2.5000000000e-33,3.0
23.0300,5.3863953657e-03,6.9251162552e-01,2.9330082126e-05,1.8364746960e+02,1.4284206109e+00,2.5000000000e-33,3.0
23.0400,5.3817558853e-03,6.9251362813e-01,2.9279301796e-05,1.8380752119e+02,1.4284299525e+00,2.5000000000e-33,3.0
23.0500,5.3771223812e-03,6.9251562813e-01,2.9228631270e-05,1.8396764226e+02,1.4284392820e+00,2.5000000000e-33,3.0
23.0600,5.3724948432e-03,6.9251762553e-01,2.9178070264e-05,1.8412783281e+02,1.4284485994e+00,2.5000000000e-33,3.0
23.0700,5.3678732610e-03,6.9251962033e-01,2.9127618493e-05,1.8428809284e+02,1.4284579048e+00,2.5000000000e-33,3.0
23.0800,5.3632576244e-03,6.9252161253e-01,2.9077275675e-05,1.8444842235e+02,1.4284671981e+00,2.5000000000e-33,3.0
23.0900,5.3586479233e-03,6.9252360214e-01,2.9027041527e-05,1.8460882134e+02,1.4284764794e+00,2.5000000000e-33,3.0
23.1000,5.3540441476e-03,6.9252558916e-01,2.8976915769e-05,1.8476928982e+02,1.4284857488e+00,2.5000000000e-33,3.0
23.1100,5.3494462871e-03,6.9252757360e-01,2.8926898119e-05,1.8492982777e+02,1.4284950062e+00,2.5000000000e-33,3.0
23.1200,5.3448543316e-03,6.9252955546e-01,2.8876988299e-05,1.8509043520e+02,1.4285042516e+00,2.5000000000e-33,3.0
23.1300,5.3402682712e-03,6.9253153475e-01,2.8827186029e-05,1.8525111212e+02,1.4285134851e+00,2.5000000000e-33,3.0
23.1400,5.3356880958e-03,6.9253351147e-01,2.8777491032e-05,1.8541185852e+02,1.4285227068e+00,2.5000000000e-33,3.0
23.1500,5.3311137953e-03,6.9253548562e-01,2.8727903031e-05,1.8557267440e+02,1.4285319165e+00,2.5000000000e-33,3.0
23.1600,5.3265453597e-03,6.9253745722e-01,2.8678421750e-05,1.8573355976e+02,1.4285411143e+00,2.5000000000e-33,3.0
23.1700,5.3219827790e-03,6.9253942625e-01,2.8629046912e-05,1.8589451460e+02,1.4285503004e+00,2.5000000000e-33,3.0
23.1800,5.3174260433e-03,6.9254139274e-01,2.8579778244e-05,1.8605553892e+02,1.4285594746e+00,2.5000000000e-33,3.0
23.1900,5.3128751426e-03,6.9254335668e-01,2.8530615472e-05,1.8621663272e+02,1.4285686370e+00,2.5000000000e-33,3.0
23.2000,5.3083300669e-03,6.9254531808e-01,2.8481558323e-05,1.8637779600e+02,1.4285777876e+00,2.5000000000e-33,3.0
23.2100,5.3037908063e-03,6.9254727694e-01,2.8432606524e-05,1.8653902877e+02,1.4285869264e+00,2.5000000000e-33,3.0
23.2200,5.2992573510e-03,6.9254923326e-01,2.8383759806e-05,1.8670033101e+02,1.4285960536e+00,2.5000000000e-33,3.0
23.2300,5.2947296911e-03,6.9255118706e-01,2.8335017896e-05,1.8686170274e+02,1.4286051690e+00,2.5000000000e-33,3.0
23.2400,5.2902078167e-03,6.9255313833e-01,2.8286380526e-05,1.8702314394e+02,1.4286142726e+00,2.5000000000e-33,3.0
23.2500,5.2856917180e-03,6.9255508708e-01,2.8237847426e-05,1.8718465463e+02,1.4286233647e+00,2.5000000000e-33,3.0
23.2600,5.2811813852e-03,6.9255703332e-01,2.8189418330e-05,1.8734623480e+02,1.4286324450e+00,2.5000000000e-33,3.0
23.2700,5.2766768085e-03,6.9255897704e-01,2.8141092968e-05,1.8750788445e+02,1.4286415137e+00,2.5000000000e-33,3.0
23.2800,5.2721779782e-03,6.9256091825e-01,2.8092871076e-05,1.8766960358e+02,1.4286505708e+00,2.5000000000e-33,3.0
23.2900,5.2676848845e-03,6.9256285696e-01,2.8044752387e-05,1.8783139219e+02,1.4286596163e+00,2.5000000000e-33,3.0
23.3000,5.2631975176e-03,6.9256479318e-01,2.7996736637e-05,1.8799325028e+02,1.4286686502e+00,2.5000000000e-33,3.0
23.3100,5.2587158680e-03,6.9256672689e-01,2.7948823561e-05,1.8815517786e+02,1.4286776725e+00,2.5000000000e-33,3.0
23.3200,5.2542399258e-03,6.9256865812e-01,2.7901012896e-05,1.8831717491e+02,1.4286866833e+00,2.5000000000e-33,3.0
23.3300,5.2497696814e-03,6.9257058686e-01,2.7853304381e-05,1.8847924145e+02,1.4286956826e+00,2.5000000000e-33,3.0
23.3400,5.2453051253e-03,6.9257251312e-01,2.7805697752e-05,1.8864137746e+02,1.4287046704e+00,2.5000000000e-33,3.0
23.3500,5.2408462477e-03,6.9257443690e-01,2.7758192750e-05,1.8880358296e+02,1.4287136466e+00,2.5000000000e-33,3.0
23.3600,5.2363930390e-03,6.9257635821e-01,2.7710789114e-05,1.8896585794e+02,1.4287226115e+00,2.5000000000e-33,3.0
23.3700,5.2319454898e-03,6.9257827705e-01,2.7663486584e-05,1.8912820240e+02,1.4287315648e+00,2.5000000000e-33,3.0
23.3800,5.2275035903e-03,6.9258019342e-01,2.7616284903e-05,1.8929061634e+02,1.4287405068e+00,2.5000000000e-33,3.0
23.3900,5.2230673312e-03,6.9258210733e-01,2.7569183813e-05,1.8945309976e+02,1.4287494373e+00,2.5000000000e-33,3.0
23.4000,5.2186367028e-03,6.9258401879e-01,2.7522183055e-05,1.8961565266e+02,1.4287583565e+00,2.5000000000e-33,3.0
23.4100,5.2142116956e-03,6.9258592779e-01,2.7475282375e-05,1.8977827505e+02,1.4287672643e+00,2.5000000000e-33,3.0
23.4200,5.2097923003e-03,6.9258783435e-01,2.7428481517e-05,1.8994096691e+02,1.4287761607e+00,2.5000000000e-33,3.0
23.4300,5.2053785072e-03,6.9258973846e-01,2.7381780226e-05,1.9010372826e+02,1.4287850458e+00,2.5000000000e-33,3.0
23.4400,5.2009703070e-03,6.9259164013e-01,2.7335178247e-05,1.9026655908e+02,1.4287939196e+00,2.5000000000e-33,3.0
23.4500,5.1965676903e-03,6.9259353937e-01,2.7288675328e-05,1.9042945939e+02,1.4288027821e+00,2.5000000000e-33,3.0
23.4600,5.1921706476e-03,6.9259543617e-01,2.7242271217e-05,1.9059242918e+02,1.4288116334e+00,2.5000000000e-33,3.0
23.4700,5.1877791696e-03,6.9259733055e-01,2.7195965661e-05,1.9075546845e+02,1.4288204734e+00,2.5000000000e-33,3.0
23.4800,5.1833932468e-03,6.9259922250e-01,2.7149758410e-05,1.9091857720e+02,1.4288293021e+00,2.5000000000e-33,3.0
23.4900,5.1790128701e-03,6.9260111204e-01,2.7103649213e-05,1.9108175543e+02,1.4288381197e+00,2.5000000000e-33,3.0
23.5000,5.1746380300e-03,6.9260299916e-01,2.7057637820e-05,1.9124500314e+02,1.4288469260e+00,2.5000000000e-33,3.0
23.5100,5.1702687172e-03,6.9260488387e-01,2.7011723984e-05,1.9140832034e+02,1.4288557212e+00,2.5000000000e-33,3.0
23.5200,5.1659049225e-03,6.9260676617e-01,2.6965907456e-05,1.9157170701e+02,1.4288645052e+00,2.5000000000e-33,3.0
23.5300,5.1615466365e-03,6.9260864607e-01,2.6920187989e-05,1.9173516317e+02,1.4288732781e+00,2.5000000000e-33,3.0
23.5400,5.1571938501e-03,6.9261052357e-01,2.6874565336e-05,1.9189868880e+02,1.4288820398e+00,2.5000000000e-33,3.0
23.5500,5.1528465540e-03,6.9261239868e-01,2.6829039252e-05,1.9206228392e+02,1.4288907905e+00,2.5000000000e-33,3.0
23.5600,5.1485047391e-03,6.9261427139e-01,2.6783609491e-05,1.9222594852e+02,1.4288995301e+00,2.5000000000e-33,3.0
23.5700,5.1441683960e-03,6.9261614173e-01,2.6738275809e-05,1.9238968260e+02,1.4289082586e+00,2.5000000000e-33,3.0
23.5800,5.1398375157e-03,6.9261800967e-01,2.6693037962e-05,1.9255348616e+02,1.4289169760e+00,2.5000000000e-33,3.0
23.5900,5.1355120890e-03,6.9261987524e-01,2.6647895708e-05,1.9271735920e+02,1.4289256825e+00,2.5000000000e-33,3.0
23.6000,5.1311921068e-03,6.9262173844e-01,2.6602848804e-05,1.9288130172e+02,1.4289343779e+00,2.5000000000e-33,3.0
23.6100,5.1268775599e-03,6.9262359926e-01,2.6557897009e-05,1.9304531372e+02,1.4289430623e+00,2.5000000000e-33,3.0
23.6200,5.1225684394e-03,6.9262545772e-01,2.6513040082e-05,1.9320939521e+02,1.4289517358e+00,2.5000000000e-33,3.0
23.6300,5.1182647360e-03,6.9262731382e-01,2.6468277783e-05,1.9337354617e+02,1.4289603983e+00,2.5000000000e-33,3.0
23.6400,5.1139664407e-03,6.9262916756e-01,2.6423609872e-05,1.9353776662e+02,1.4289690499e+00,2.5000000000e-33,3.0
23.6500,5.1096735446e-03,6.9263101895e-01,2.6379036112e-05,1.9370205655e+02,1.4289776906e+00,2.5000000000e-33,3.0
23.6600,5.1053860386e-03,6.9263286798e-01,2.6334556263e-05,1.9386641596e+02,1.4289863203e+00,2.5000000000e-33,3.0
23.6700,5.1011039136e-03,6.9263471467e-01,2.6290170090e-05,1.9403084485e+02,1.4289949392e+00,2.5000000000e-33,3.0
23.6800,5.0968271608e-03,6.9263655902e-01,2.6245877354e-05,1.9419534322e+02,1.4290035473e+00,2.5000000000e-33,3.0
23.6900,5.0925557711e-03,6.9263840103e-01,2.6201677821e-05,1.9435991107e+02,1.4290121445e+00,2.5000000000e-33,3.0
23.7000,5.0882897357e-03,6.9264024070e-01,2.6157571255e-05,1.9452454840e+02,1.4290207308e+00,2.5000000000e-33,3.0
23.7100,5.0840290455e-03,6.9264207804e-01,2.6113557422e-05,1.9468925521e+02,1.4290293064e+00,2.5000000000e-33,3.0
23.7200,5.0797736917e-03,6.9264391306e-01,2.6069636088e-05,1.9485403151e+02,1.4290378711e+00,2.5000000000e-33,3.0
23.7300,5.0755236655e-03,6.9264574576e-01,2.6025807020e-05,1.9501887728e+02,1.4290464251e+00,2.5000000000e-33,3.0
23.7400,5.0712789578e-03,6.9264757613e-01,2.5982069986e-05,1.9518379254e+02,1.4290549684e+00,2.5000000000e-33,3.0
23.7500,5.0670395600e-03,6.9264940420e-01,2.5938424753e-05,1.9534877728e+02,1.4290635009e+00,2.5000000000e-33,3.0
23.7600,5.0628054631e-03,6.9265122995e-01,2.5894871091e-05,1.9551383150e+02,1.4290720227e+00,2.5000000000e-33,3.0
23.7700,5.0585766583e-03,6.9265305339e-01,2.5851408769e-05,1.9567895520e+02,1.4290805338e+00,2.5000000000e-33,3.0
23.7800,5.0543531369e-03,6.9265487453e-01,2.5808037558e-05,1.9584414838e+02,1.4290890342e+00,2.5000000000e-33,3.0
23.7900,5.0501348901e-03,6.9265669338e-01,2.5764757229e-05,1.9600941104e+02,1.4290975240e+00,2.5000000000e-33,3.0
23.8000,5.0459219090e-03,6.9265850992e-01,2.5721567554e-05,1.9617474318e+02,1.4291060031e+00,2.5000000000e-33,3.0
23.8100,5.0417141851e-03,6.9266032418e-01,2.5678468304e-05,1.9634014480e+02,1.4291144716e+00,2.5000000000e-33,3.0
23.8200,5.0375117095e-03,6.9266213615e-01,2.5635459252e-05,1.9650561591e+02,1.4291229294e+00,2.5000000000e-33,3.0
23.8300,5.0333144735e-03,6.9266394583e-01,2.5592540173e-05,1.9667115649e+02,1.4291313767e+00,2.5000000000e-33,3.0
23.8400,5.0291224686e-03,6.9266575324e-01,2.5549710841e-05,1.9683676656e+02,1.4291398134e+00,2.5000000000e-33,3.0
23.8500,5.0249356859e-03,6.9266755837e-01,2.5506971031e-05,1.9700244611e+02,1.4291482396e+00,2.5000000000e-33,3.0
23.8600,5.0207541168e-03,6.9266936122e-01,2.5464320517e-05,1.9716819514e+02,1.4291566552e+00,2.5000000000e-33,3.0
23.8700,5.0165777528e-03,6.9267116181e-01,2.5421759078e-05,1.9733401365e+02,1.4291650603e+00,2.5000000000e-33,3.0
23.8800,5.0124065852e-03,6.9267296014e-01,2.5379286489e-05,1.9749990164e+02,1.4291734549e+00,2.5000000000e-33,3.0
23.8900,5.0082406053e-03,6.9267475620e-01,2.5336902528e-05,1.9766585911e+02,1.4291818390e+00,2.5000000000e-33,3.0
23.9000,5.0040798047e-03,6.9267655000e-01,2.5294606973e-05,1.9783188606e+02,1.4291902126e+00,2.5000000000e-33,3.0
23.9100,4.9999241748e-03,6.9267834156e-01,2.5252399604e-05,1.9799798250e+02,1.4291985758e+00,2.5000000000e-33,3.0
23.9200,4.9957737070e-03,6.9268013086e-01,2.5210280199e-05,1.9816414841e+02,1.4292069286e+00,2.5000000000e-33,3.0
23.9300,4.9916283927e-03,6.9268191792e-01,2.5168248540e-05,1.9833038381e+02,1.4292152709e+00,2.5000000000e-33,3.0
23.9400,4.9874882236e-03,6.9268370274e-01,2.5126304406e-05,1.9849668869e+02,1.4292236028e+00,2.5000000000e-33,3.0
23.9500,4.9833531911e-03,6.9268548531e-01,2.5084447580e-05,1.9866306304e+02,1.4292319244e+00,2.5000000000e-33,3.0
23.9600,4.9792232866e-03,6.9268726566e-01,2.5042677843e-05,1.9882950688e+02,1.4292402356e+00,2.5000000000e-33,3.0
23.9700,4.9750985019e-03,6.9268904377e-01,2.5000994979e-05,1.9899602020e+02,1.4292485364e+00,2.5000000000e-33,3.0
23.9800,4.9709788284e-03,6.9269081966e-01,2.4959398769e-05,1.9916260301e+02,1.4292568269e+00,2.5000000000e-33,3.0
23.9900,4.9668642577e-03,6.9269259332e-01,2.4917889000e-05,1.9932925529e+02,1.4292651071e+00,2.5000000000e-33,3.0
24.0000,4.9627547813e-03,6.9269436476e-01,2.4876465454e-05,1.9949597705e+02,1.4292733770e+00,2.5000000000e-33,3.0
24.0100,4.9586503911e-03,6.9269613399e-01,2.4835127918e-05,1.9966276830e+02,1.4292816367e+00,2.5000000000e-33,3.0
24.0200,4.9545510784e-03,6.9269790101e-01,2.4793876177e-05,1.9982962902e+02,1.4292898860e+00,2.5000000000e-33,3.0
24.0300,4.9504568351e-03,6.9269966581e-01,2.4752710017e-05,1.9999655923e+02,1.4292981251e+00,2.5000000000e-33,3.0
24.0400,4.9463676527e-03,6.9270142841e-01,2.4711629227e-05,2.0016355892e+02,1.4293063540e+00,2.5000000000e-33,3.0
24.0500,4.9422835229e-03,6.9270318882e-01,2.4670633593e-05,2.0033062808e+02,1.4293145727e+00,2.5000000000e-33,3.0
24.0600,4.9382044375e-03,6.9270494702e-01,2.4629722904e-05,2.0049776673e+02,1.4293227812e+00,2.5000000000e-33,3.0
24.0700,4.9341303882e-03,6.9270670303e-01,2.4588896949e-05,2.0066497486e+02,1.4293309795e+00,2.5000000000e-33,3.0
